1614970260,119,100
1614970260,181,200
1614970260,201,0
1614970260,213,100
1614970260,219,-100
1614970260,281,0
1614970260,334,100
1614970260,439,200
1614970260,470,300
1614970260,501,100
1614970260,549,-100
1614970260,594,0
1614970260,630,100
1614970260,708,200
1614970260,734,0
1614970260,796,-200
1614970260,819,-100
1614970260,846,-300
1614970260,851,-200
1614970260,858,-400
1614970260,868,-600
1614970260,871,-500
1614970260,875,-700
1614970260,875,-900
1614970260,875,-1100
1614970260,875,-1300
1614970260,876,-1500
1614970260,876,-1700
1614970260,876,-1900
1614970260,876,-2100
1614970260,876,-2300
1614970260,876,-2500
1614970260,876,-2700
1614970260,877,-2900
1614970260,877,-3100
1614970260,877,-3300
1614970260,877,-3500
1614970260,877,-3700
1614970260,877,-3900
1614970260,877,-4100
1614970260,878,-4300
1614970260,878,-4500
1614970260,878,-4700
1614970260,878,-4900
1614970260,878,-5100
1614970260,878,-5300
1614970260,878,-5500
1614970260,879,-5700
1614970260,879,-5900
1614970260,879,-6100
1614970260,879,-6300
1614970260,879,-6500
1614970260,879,-6700
1614970260,880,-6900
1614970260,880,-7100
1614970260,880,-7300
1614970260,880,-7500
1614970260,880,-7700
1614970260,880,-7900
1614970260,880,-8100
1614970260,881,-8300
1614970260,881,-8500
1614970260,881,-8700
1614970260,881,-8900
1614970260,881,-9100
1614970260,881,-9300
1614970260,881,-9500
1614970260,882,-9700
1614970260,882,-9900
1614970260,882,-10100
1614970260,882,-10300
1614970260,882,-10500
1614970260,882,-10700
1614970260,883,-10900
1614970260,883,-11100
1614970260,883,-11300
1614970260,883,-11500
1614970260,883,-11700
1614970260,883,-11900
1614970260,884,-12100
1614970260,884,-12300
1614970260,884,-12500
1614970260,884,-12700
1614970260,884,-12900
1614970260,884,-13100
1614970260,884,-13300
1614970260,884,-13500
1614970260,884,-13700
1614970260,884,-13900
1614970260,884,-14100
1614970260,884,-14300
1614970260,885,-14500
1614970260,885,-14700
1614970260,885,-14900
1614970260,885,-15100
1614970260,885,-15300
1614970260,885,-15500
1614970260,885,-15700
1614970260,885,-15900
1614970260,885,-16100
1614970260,885,-16300
1614970260,885,-16500
1614970260,885,-16700
1614970260,886,-16900
1614970260,886,-17100
1614970260,886,-17300
1614970260,886,-17500
1614970260,886,-17700
1614970260,886,-17900
1614970260,886,-18100
1614970260,886,-18300
1614970260,886,-18500
1614970260,886,-18700
1614970260,886,-18900
1614970260,886,-19100
1614970260,887,-19300
1614970260,887,-19500
1614970260,887,-19700
1614970260,887,-19900
1614970260,887,-20100
1614970260,887,-20300
1614970260,887,-20500
1614970260,887,-20700
1614970260,887,-20900
1614970260,887,-21100
1614970260,887,-21300
1614970260,887,-21500
1614970260,888,-21700
1614970260,888,-21900
1614970260,888,-22100
1614970260,888,-22300
1614970260,888,-22500
1614970260,888,-22700
1614970260,888,-22900
1614970260,888,-23100
1614970260,888,-23300
1614970260,888,-23500
1614970260,888,-23700
1614970260,888,-23900
1614970260,889,-24100
1614970260,889,-24300
1614970260,889,-24500
1614970260,889,-24700
1614970260,889,-24900
1614970260,889,-25100
1614970260,889,-25300
1614970260,889,-25500
1614970260,889,-25700
1614970260,889,-25900
1614970260,889,-26100
1614970260,889,-26300
1614970260,890,-26500
1614970260,890,-26700
1614970260,890,-26900
1614970260,890,-27100
1614970260,890,-27300
1614970260,890,-27500
1614970260,890,-27700
1614970260,890,-27900
1614970260,890,-28100
1614970260,890,-28300
1614970260,890,-28500
1614970260,890,-28700
1614970260,891,-28900
1614970260,891,-29100
1614970260,891,-29300
1614970260,891,-29500
1614970260,891,-29700
1614970260,891,-29900
1614970260,891,-30100
1614970260,891,-30300
1614970260,891,-30500
1614970260,891,-30700
1614970260,891,-30900
1614970260,891,-31100
1614970260,892,-31300
1614970260,892,-31500
1614970260,892,-31700
1614970260,892,-31900
1614970260,892,-32100
1614970260,892,-32300
1614970260,892,-32500
1614970260,892,-32700
1614970260,892,-32900
1614970260,892,-33100
1614970260,892,-33300
1614970260,892,-33500
1614970260,893,-33700
1614970260,893,-33900
1614970260,893,-34100
1614970260,893,-34300
1614970260,893,-34500
1614970260,893,-34700
1614970260,893,-34900
1614970260,893,-35100
1614970260,893,-35300
1614970260,893,-35500
1614970260,893,-35700
1614970260,893,-35900
1614970260,894,-36100
1614970260,894,-36300
1614970260,894,-36500
1614970260,894,-36700
1614970260,894,-36900
1614970260,894,-37100
1614970260,894,-37300
1614970260,894,-37500
1614970260,894,-37700
1615041452,190,800
1615041452,310,900
1615041452,694,1000
1615041452,800,1100
1615041452,844,900
1615041452,952,1000
1615041452,990,1100
1615041452,1010,1200
1615041452,1030,1300
1615041452,1057,1400
1615041452,1085,1500
1615041452,1145,1600
1615041452,1185,1700
1615041452,1261,1800
1615041452,1289,1900
1615041452,1322,2000
1615041452,1502,2100
1615041452,1544,2200
1615041452,1572,2300
1615041452,1628,2100
1615041452,1674,2200
